Column1;data_source;identifiant;family;genus;taxaname;plot_name;locality_occ;plot_type;month;year;phenology;dbh;height;wood_density;volumetric_shrinkage;fiber_saturation_point;leaf_area;leaf_sla;leaf_ldmc;leaf_thickness;bark_thickness;longitude;latitude;rq
416;nc_pippn;NC048239;Clusiaceae;Garcinia;Garcinia puat;Ateou;;plot_100x100;9;2013;;11,5;;0,64;;;;;;;;164,920329;-20,950637;
418;nc_pippn;NC048245;Clusiaceae;Garcinia;Garcinia puat;Ateou;;plot_100x100;9;2013;;14;10,2;0,76;;;;;;;;164,920329;-20,950637;
508;nc_pippn;NC048901;Clusiaceae;Garcinia;Garcinia puat;Ateou;;plot_100x100;9;2013;;20,1;12,6;0,66;;;;;;;;164,920329;-20,950637;
530;nc_pippn;NC049096;Clusiaceae;Garcinia;Garcinia puat;Ateou;;plot_100x100;9;2013;;12,7;;0,65;;;;;;;;164,920329;-20,950637;
2850;nc_pippn;NC051035;Clusiaceae;Garcinia;Garcinia puat;Tiwae;;plot_100x100;10;2013;;17,8;9,5;0,76;;;;;;;;165,133563;-20,814836;
2917;nc_pippn;NC051348;Clusiaceae;Garcinia;Garcinia puat;Tiwae;;plot_100x100;10;2013;Fleurs;15;9,2;0,68;;;;;;;;165,133563;-20,814836;
2919;nc_pippn;NC051358;Clusiaceae;Garcinia;Garcinia puat;Tiwae;;plot_100x100;10;2013;;15,3;9,5;0,71;;;;;;;;165,133563;-20,814836;
3028;nc_pippn;NC051969;Clusiaceae;Garcinia;Garcinia puat;Tiwae;;plot_100x100;10;2013;;12,4;;0,74;;;;;;;;165,133563;-20,814836;
3059;nc_pippn;NC052096;Clusiaceae;Garcinia;Garcinia puat;Tiwae;;plot_100x100;10;2013;Fleurs;15,3;;0,74;;;;;;;;165,133563;-20,814836;
579;nc_pippn;NC053680;Clusiaceae;Garcinia;Garcinia puat;Bouirou;;plot_100x100;1;2014;;22,3;;0,75;;;;;;;0,8;165,545395;-21,416931;
641;nc_pippn;NC054041;Clusiaceae;Garcinia;Garcinia puat;Bouirou;;plot_100x100;1;2014;;22,3;;0,7;;;;;;;1;165,545395;-21,416931;
680;nc_pippn;NC054294;Clusiaceae;Garcinia;Garcinia puat;Bouirou;;plot_100x100;1;2014;;27,7;14,4;0,74;;;;;;;1,1;165,545395;-21,416931;
721;nc_pippn;NC054554;Clusiaceae;Garcinia;Garcinia puat;Bouirou;;plot_100x100;1;2014;Fruits;31,8;15;0,68;;;;;;;1,4;165,545395;-21,416931;
737;nc_pippn;NC054633;Clusiaceae;Garcinia;Garcinia puat;Bouirou;;plot_100x100;1;2014;;25,8;16;0,73;;;;;;;0,9;165,545395;-21,416931;
773;nc_pippn;NC065011;Clusiaceae;Garcinia;Garcinia vieillardii;Col d'Amoss;;plot_100x100;10;2016;;31,5;;0,67;;;;;;;;164,437874;-20,306023;
774;nc_pippn;NC065031;Clusiaceae;Garcinia;Garcinia vieillardii;Col d'Amoss;;plot_100x100;10;2016;;31,4;;0,71;;;;;;;;164,437874;-20,306023;
776;nc_pippn;NC065034;Clusiaceae;Garcinia;Garcinia vieillardii;Col d'Amoss;;plot_100x100;10;2016;;40,4;;0,73;;;;;;;;164,437874;-20,306023;
781;nc_pippn;NC065141;Clusiaceae;Garcinia;Garcinia vieillardii;Col d'Amoss;;plot_100x100;10;2016;;25,8;;0,7;;;;;;;;164,437874;-20,306023;
782;nc_pippn;NC065148;Clusiaceae;Garcinia;Garcinia vieillardii;Col d'Amoss;;plot_100x100;10;2016;;30,9;;0,72;;;;;;;;164,437874;-20,306023;
772;nc_pippn;NC065005;Clusiaceae;Garcinia;Garcinia virgata;Col d'Amoss;;plot_100x100;10;2016;;25,1;;0,66;;;;;;;;164,437874;-20,306023;
783;nc_pippn;NC065163;Clusiaceae;Garcinia;Garcinia virgata;Col d'Amoss;;plot_100x100;10;2016;;25,5;11,3;0,67;;;;;;;;164,437874;-20,306023;
789;nc_pippn;NC065348;Clusiaceae;Garcinia;Garcinia virgata;Col d'Amoss;;plot_100x100;10;2016;;18,6;;0,65;;;;;;;;164,437874;-20,306023;
790;nc_pippn;NC065349;Clusiaceae;Garcinia;Garcinia virgata;Col d'Amoss;;plot_100x100;10;2016;;25,1;;0,64;;;;;;;;164,437874;-20,306023;
791;nc_pippn;NC065351;Clusiaceae;Garcinia;Garcinia virgata;Col d'Amoss;;plot_100x100;10;2016;;32;;0,67;;;;;;;;164,437874;-20,306023;
1873;nc_pippn;NC068126;Rubiaceae;Gardenia;Gardenia aubryi;Grand Lac;;plot_100x100;5;2016;;11,3;;0,8;;;;;;;;166,903919;-22,274947;
1952;nc_pippn;NC068416;Rubiaceae;Gardenia;Gardenia aubryi;Grand Lac;;plot_100x100;5;2016;;10,3;;0,79;;;;;;;;166,903919;-22,274947;
2057;nc_pippn;NC068995;Rubiaceae;Gardenia;Gardenia aubryi;Grand Lac;;plot_100x100;5;2016;;12,1;;0,85;;;;;;;;166,903919;-22,274947;
2078;nc_pippn;NC069237;Rubiaceae;Gardenia;Gardenia aubryi;Grand Lac;;plot_100x100;5;2016;;10,2;;0,81;;;;;;;;166,903919;-22,274947;
2079;nc_pippn;NC069240;Rubiaceae;Gardenia;Gardenia aubryi;Grand Lac;;plot_100x100;5;2016;;10;;0,82;;;;;;;;166,903919;-22,274947;
2460;nc_pippn;NC045201;Rubiaceae;Gardenia;Gardenia oudiepe;Laguen;;plot_100x100;2;2013;;10,5;6;0,75;;;;;;;;164,780212;-20,62504;
2543;nc_pippn;NC045912;Rubiaceae;Gardenia;Gardenia oudiepe;Laguen;;plot_100x100;2;2013;;16,6;9,4;0,72;;;;;;;;164,780212;-20,62504;
2555;nc_pippn;NC046089;Rubiaceae;Gardenia;Gardenia oudiepe;Laguen;;plot_100x100;2;2013;;13,1;9,1;0,76;;;;;;;;164,780212;-20,62504;
2561;nc_pippn;NC046140;Rubiaceae;Gardenia;Gardenia oudiepe;Laguen;;plot_100x100;2;2013;;14,3;9,2;0,72;;;;;;;;164,780212;-20,62504;
2857;nc_pippn;NC051090;Rubiaceae;Gardenia;Gardenia oudiepe;Tiwae;;plot_100x100;10;2013;;12,4;11,2;0,76;;;;;;;;165,133563;-20,814836;
2869;nc_pippn;NC051134;Rubiaceae;Gardenia;Gardenia oudiepe;Tiwae;;plot_100x100;10;2013;;11,5;9,8;0,74;;;;;;;;165,133563;-20,814836;
2882;nc_pippn;NC051208;Rubiaceae;Gardenia;Gardenia oudiepe;Tiwae;;plot_100x100;10;2013;Fruits;18,8;13,2;0,74;;;;;;;;165,133563;-20,814836;
2883;nc_pippn;NC051209;Rubiaceae;Gardenia;Gardenia oudiepe;Tiwae;;plot_100x100;10;2013;Fruits;11,8;;0,78;;;;;;;;165,133563;-20,814836;
2931;nc_pippn;NC051401;Rubiaceae;Gardenia;Gardenia oudiepe;Tiwae;;plot_100x100;10;2013;;30,9;;0,66;;;;;;;;165,133563;-20,814836;
698;nc_pippn;NC054429;Rubiaceae;Gardenia;Gardenia oudiepe;Bouirou;;plot_100x100;1;2014;;20,4;13;0,82;;;;;;;;165,545395;-21,416931;
710;nc_pippn;NC054483;Rubiaceae;Gardenia;Gardenia oudiepe;Bouirou;;plot_100x100;1;2014;;20,2;;0,79;;;;;;;;165,545395;-21,416931;
723;nc_pippn;NC054574;Rubiaceae;Gardenia;Gardenia oudiepe;Bouirou;;plot_100x100;1;2014;;17,5;;0,79;;;;;;;;165,545395;-21,416931;
724;nc_pippn;NC054577;Rubiaceae;Gardenia;Gardenia oudiepe;Bouirou;;plot_100x100;1;2014;;20,4;13,6;0,8;;;;;;;;165,545395;-21,416931;
733;nc_pippn;NC054606;Rubiaceae;Gardenia;Gardenia oudiepe;Bouirou;;plot_100x100;1;2014;;25,5;12,5;0,81;;;;;;;;165,545395;-21,416931;
1072;nc_pippn;FBA00503;Rubiaceae;Gardenia;Gardenia urvillei;FBA_002_KP;;circle_R11,28;3;2018;;11,6;8;0,85;;;22,7;10,8;388,3;;4;164,947211;-21,171955;
1084;nc_pippn;FBA00513;Rubiaceae;Gardenia;Gardenia urvillei;FBA_003_KP;;circle_R11,28;3;2018;;11;5,6;0,8;;;19;14,8;357,8;;4;164,961419;-21,17488;
1085;nc_pippn;FBA00516;Rubiaceae;Gardenia;Gardenia urvillei;FBA_003_KP;;circle_R11,28;3;2018;;13,1;3,5;0,84;;;23,9;12;368,3;;5;164,961419;-21,17488;
1086;nc_pippn;FBA00522;Rubiaceae;Gardenia;Gardenia urvillei;FBA_003_KP;;circle_R11,28;3;2018;;12,1;4,6;0,84;;;24,3;9,2;402,3;;5;164,961419;-21,17488;
1088;nc_pippn;FBA00528;Rubiaceae;Gardenia;Gardenia urvillei;FBA_003_KP;;circle_R11,28;3;2018;;10,5;5;0,82;;;22;13,5;382,5;;4;164,961419;-21,17488;
2269;nc_pippn;KB00127;Stemonuraceae;Gastrolepis;Gastrolepis alticola;KB32-40;;circle_R11,28;11;2020;;17,2;;0,64;;;14,3;3,7;433,4;;;166,955653;-22,220109;
2357;nc_pippn;KB01939;Stemonuraceae;Gastrolepis;Gastrolepis alticola;KB42-200;;circle_R11,28;11;2021;;11,5;;0,67;;;16,4;3,2;492;;;166,956942;-22,218488;
2358;nc_pippn;KB01940;Stemonuraceae;Gastrolepis;Gastrolepis alticola;KB42-200;;circle_R11,28;11;2021;;10,2;;0,64;;;16,2;3;464,1;;;166,956942;-22,218488;
2378;nc_pippn;KB02002;Stemonuraceae;Gastrolepis;Gastrolepis alticola;KB46-300;;circle_R11,28;11;2021;;10,5;;0,66;;;18,4;3,4;462,1;;;166,958016;-22,218431;
1891;nc_pippn;NC068195;Stemonuraceae;Gastrolepis;Gastrolepis austrocaledonica;Grand Lac;;plot_100x100;5;2016;;26,6;;0,64;;;;;;;;166,903919;-22,274947;
1996;nc_pippn;NC068595;Stemonuraceae;Gastrolepis;Gastrolepis austrocaledonica;Grand Lac;;plot_100x100;5;2016;;48,5;;0,61;;;;;;;;166,903919;-22,274947;
2042;nc_pippn;NC068913;Stemonuraceae;Gastrolepis;Gastrolepis austrocaledonica;Grand Lac;;plot_100x100;5;2016;;62,4;;0,56;;;;;;;;166,903919;-22,274947;
2052;nc_pippn;NC068980;Stemonuraceae;Gastrolepis;Gastrolepis austrocaledonica;Grand Lac;;plot_100x100;5;2016;;25,5;10,5;0,63;;;;;;;;166,903919;-22,274947;
2065;nc_pippn;NC069068;Stemonuraceae;Gastrolepis;Gastrolepis austrocaledonica;Grand Lac;;plot_100x100;5;2016;;20,7;;0,64;;;;;;;;166,903919;-22,274947;
;cirad_wdd;;Stemonuraceae;Gastrolepis;Gastrolepis austrocaledonica;;;;;;;;;0,7;0,48;23;;;;;;;;
;cirad_wdd;;Stemonuraceae;Gastrolepis;Gastrolepis austrocaledonica;;;;;;;;;0,61;0,48;19;;;;;;;;
;nc_pippn;ADM4005;Rutaceae;Geijera;Geijera balansae;PMBT04;;circle_R11,28;5;2022;;14;;0,84;;;83;5,1;421;;;164,965515;-21,172663;projet admire pmbt
;nc_pippn;ADM4075;Rutaceae;Geijera;Geijera balansae;PMBT04;;circle_R11,28;5;2022;;5,1;;;;;92,9;7;357;;;164,965515;-21,172663;projet admire pmbt
;nc_pippn;ADM4104;Rutaceae;Geijera;Geijera balansae;PMBT04;;circle_R11,28;5;2022;;20,4;;;;;70,6;3,8;481,5;;;164,965515;-21,172663;projet admire pmbt
;nc_pippn;ADM4110;Rutaceae;Geijera;Geijera balansae;PMBT04;;circle_R11,28;5;2022;;15,3;;;;;70,5;5,5;397,6;;;164,965515;-21,172663;projet admire pmbt
1467;nc_pippn;NC047090;Rutaceae;Geijera;Geijera balansae;Forêt Plate P12;;plot_100x100;5;2013;Fruits;11,8;;0,83;;;;;;;0,2;165,120361;-21,148142;
1475;nc_pippn;NC047108;Rutaceae;Geijera;Geijera balansae;Forêt Plate P12;;plot_100x100;5;2013;;13,1;;0,8;;;;;;;0,2;165,120361;-21,148142;
1485;nc_pippn;NC047128;Rutaceae;Geijera;Geijera balansae;Forêt Plate P12;;plot_100x100;5;2013;;13,7;;0,87;;;;;;;0,2;165,120361;-21,148142;
1518;nc_pippn;NC047213;Rutaceae;Geijera;Geijera balansae;Forêt Plate P12;;plot_100x100;5;2013;;13,4;;0,87;;;;;;;0,2;165,120361;-21,148142;
1108;nc_pippn;FBA01605;Cunoniaceae;Geissois;Geissois;FBA_004_TC;;circle_R11,28;3;2018;;12,7;;0,73;;;31,1;7,4;444,6;;;165,265346;-21,016796;
1109;nc_pippn;FBA01608;Cunoniaceae;Geissois;Geissois;FBA_004_TC;;circle_R11,28;3;2018;;16,4;;0,7;;;28,5;6,2;447,4;;;165,265346;-21,016796;
1110;nc_pippn;FBA01609;Cunoniaceae;Geissois;Geissois;FBA_004_TC;;circle_R11,28;3;2018;;14,2;10;0,75;;;23,7;7,8;399,7;;;165,265346;-21,016796;
1111;nc_pippn;FBA01612;Cunoniaceae;Geissois;Geissois;FBA_004_TC;;circle_R11,28;3;2018;;16,9;;0,68;;;;;;;;165,265346;-21,016796;
1112;nc_pippn;FBA01628;Cunoniaceae;Geissois;Geissois;FBA_004_TC;;circle_R11,28;3;2018;;21,2;;0,67;;;;;;;;165,265346;-21,016796;
;cirad_wdd;;Cunoniaceae;Geissois;Geissois;;;;;;;;;0,5;0,43;24;;;;;;;;
1249;nc_pippn;FBA02434;Cunoniaceae;Geissois;Geissois balansae;FBA_018_TC;;circle_R11,28;3;2018;;12,1;;0,6;;;48,9;10,1;382,4;;;165,306018;-21,01274;
1250;nc_pippn;FBA02443;Cunoniaceae;Geissois;Geissois balansae;FBA_018_TC;;circle_R11,28;3;2018;;52,8;;0,64;;;30,7;9,8;374,9;;;165,306018;-21,01274;
1251;nc_pippn;FBA02443;Cunoniaceae;Geissois;Geissois balansae;FBA_018_TC;;circle_R11,28;4;2018;;52,8;;0,64;;;30,7;9,8;374,9;;;165,306018;-21,01274;
;cirad_wdd;;Cunoniaceae;Geissois;Geissois balansae;;;;;;;;;0,53;0,3;36;;;;;;;;
;occ_gps;TF0005;Cunoniaceae;Geissois;Geissois hirsuta;;Dalmates;;6;2023;;26,3;;0,72;;;489,5;5,5;402,9;;;166,680081;-22,206718;
;occ_gps;TF0045;Cunoniaceae;Geissois;Geissois hirsuta;;Demazures;;6;2023;;18,1;;0,56;;;351,4;7,3;364,8;;;166,625402;-22,196813;
;occ_gps;TF0046;Cunoniaceae;Geissois;Geissois hirsuta;;Demazures;;6;2023;;15,8;;0,57;;;487,3;6,4;394,2;;;166,625456;-22,196775;
;occ_gps;TF0089;Cunoniaceae;Geissois;Geissois hirsuta;;Au pied du Mt Pouédihi;;8;2023;;19,4;;0,66;;;95,3;7,1;387,5;;;166,698675;-22,172401;
1808;nc_pippn;NC031385;Cunoniaceae;Geissois;Geissois montana;Gohapin Transect T3;;transect_20x120;4;2018;;42;;0,61;;;23,9;9,1;385;;11;165,255086;-21,187297;
1809;nc_pippn;NC031385;Cunoniaceae;Geissois;Geissois montana;Gohapin Transect T3;;transect_20x120;6;2013;;29,7;;0,61;;;23,9;9,1;385;;11;165,255086;-21,187297;
1810;nc_pippn;NC031385;Cunoniaceae;Geissois;Geissois montana;Gohapin Transect T3;;transect_20x120;6;2013;;29,7;;0,61;;;23,9;9,1;385;;11;165,255086;-21,187297;
1811;nc_pippn;NC031406;Cunoniaceae;Geissois;Geissois montana;Gohapin Transect T3;;transect_20x120;6;2013;;8,1;;0,58;;;;;;;4;165,255086;-21,187297;
1812;nc_pippn;NC031406;Cunoniaceae;Geissois;Geissois montana;Gohapin Transect T3;;transect_20x120;4;2018;;9;;0,58;;;;;;;4;165,255086;-21,187297;
1813;nc_pippn;NC031409;Cunoniaceae;Geissois;Geissois montana;Gohapin Transect T3;;transect_20x120;6;2013;;19,2;;0,67;;;27,3;6,2;446,8;;8,5;165,255086;-21,187297;
1814;nc_pippn;NC031409;Cunoniaceae;Geissois;Geissois montana;Gohapin Transect T3;;transect_20x120;4;2018;;21;;0,67;;;27,3;6,2;446,8;;8,5;165,255086;-21,187297;
1747;nc_pippn;NC034834;Cunoniaceae;Geissois;Geissois montana;Gohapin Transect T1;;transect_20x120;4;2018;;20,7;;0,77;;;;;;;9;165,254186;-21,187;
1748;nc_pippn;NC034834;Cunoniaceae;Geissois;Geissois montana;Gohapin Transect T1;;transect_20x120;5;2011;;20,4;;0,77;;;;;;;9;165,254186;-21,187;
796;nc_pippn;NC065480;Cunoniaceae;Geissois;Geissois montana;Col d'Amoss;;plot_100x100;10;2016;;15,9;;0,7;;;;;;;;164,437874;-20,306023;
810;nc_pippn;NC065800;Cunoniaceae;Geissois;Geissois montana;Col d'Amoss;;plot_100x100;10;2016;;16,4;;0,63;;;;;;;;164,437874;-20,306023;
827;nc_pippn;NC066076;Cunoniaceae;Geissois;Geissois montana;Col d'Amoss;;plot_100x100;10;2016;;30,8;;0,63;;;;;;;;164,437874;-20,306023;
3079;nc_pippn;NC052200;Cunoniaceae;Geissois;Geissois pruinosa var, intermedia;Tiwae;;plot_100x100;10;2013;;12,1;3,9;0,77;;;;;;;;165,133563;-20,814836;
3080;nc_pippn;NC052203;Cunoniaceae;Geissois;Geissois pruinosa var, intermedia;Tiwae;;plot_100x100;10;2013;Fleurs;16,4;;0,66;;;;;;;;165,133563;-20,814836;
3090;nc_pippn;NC052270;Cunoniaceae;Geissois;Geissois pruinosa var, intermedia;Tiwae;;plot_100x100;10;2013;;14;;0,76;;;;;;;;165,133563;-20,814836;
3092;nc_pippn;NC052274;Cunoniaceae;Geissois;Geissois pruinosa var, intermedia;Tiwae;;plot_100x100;10;2013;;15,9;8,9;0,69;;;;;;;;165,133563;-20,814836;
3093;nc_pippn;NC052282;Cunoniaceae;Geissois;Geissois pruinosa var, intermedia;Tiwae;;plot_100x100;10;2013;;15,3;7,3;0,57;;;;;;;;165,133563;-20,814836;
1912;nc_pippn;NC068295;Cunoniaceae;Geissois;Geissois pruinosa var, pruinosa;Grand Lac;;plot_100x100;5;2016;Fleurs;11,3;;0,63;;;;;;;;166,903919;-22,274947;
1917;nc_pippn;NC068320;Cunoniaceae;Geissois;Geissois pruinosa var, pruinosa;Grand Lac;;plot_100x100;5;2016;;17,8;;0,79;;;;;;;;166,903919;-22,274947;
1919;nc_pippn;NC068323;Cunoniaceae;Geissois;Geissois pruinosa var, pruinosa;Grand Lac;;plot_100x100;5;2016;;29,3;;0,57;;;;;;;;166,903919;-22,274947;
2060;nc_pippn;NC069026;Cunoniaceae;Geissois;Geissois pruinosa var, pruinosa;Grand Lac;;plot_100x100;5;2016;;10;;0,66;;;;;;;;166,903919;-22,274947;
2072;nc_pippn;NC069148;Cunoniaceae;Geissois;Geissois pruinosa var, pruinosa;Grand Lac;;plot_100x100;5;2016;;15,6;;0,79;;;;;;;;166,903919;-22,274947;
;occ_gps;TF0008;Cunoniaceae;Geissois;Geissois pruinosa var, pruinosa;;Rivière des pirogues;;6;2023;;14,7;;;;;66,2;6,6;362,7;;;166,721069;-22,187455;
;occ_gps;TF0115;Cunoniaceae;Geissois;Geissois pruinosa var, pruinosa;;Dzumac;;9;2023;Fleurs;13,1;;;;;33,2;5,8;403,9;;;166,450059;-22,119387;
;occ_gps;TF0116;Cunoniaceae;Geissois;Geissois pruinosa var, pruinosa;;Dzumac;;9;2023;Vieux fruits;9,5;;;;;26,4;5;414,9;;;166,450068;-22,119369;
;occ_gps;TF0117;Cunoniaceae;Geissois;Geissois pruinosa var, pruinosa;;Dzumac;;9;2023;Vieux fruits;12,3;;;;;45,8;4,7;418,4;;;166,452157;-22,11929;
;occ_gps;TF0133;Cunoniaceae;Geissois;Geissois pruinosa var, pruinosa;;Dzumac;;9;2023;;14,6;;;;;54,5;4;437,5;;;166,45627;-22,106294;
2993;nc_pippn;NC051781;Cunoniaceae;Geissois;Geissois racemosa;Tiwae;;plot_100x100;10;2013;;16,2;13,3;0,6;;;;;;;;165,133563;-20,814836;
2997;nc_pippn;NC051804;Cunoniaceae;Geissois;Geissois racemosa;Tiwae;;plot_100x100;10;2013;;11,8;;0,61;;;;;;;;165,133563;-20,814836;
3007;nc_pippn;NC051834;Cunoniaceae;Geissois;Geissois racemosa;Tiwae;;plot_100x100;10;2013;;15,9;8,2;0,6;;;;;;;;165,133563;-20,814836;
3025;nc_pippn;NC051954;Cunoniaceae;Geissois;Geissois racemosa;Tiwae;;plot_100x100;10;2013;;25,8;14,2;0,61;;;;;;;;165,133563;-20,814836;
3029;nc_pippn;NC051973;Cunoniaceae;Geissois;Geissois racemosa;Tiwae;;plot_100x100;10;2013;Boutons;13,1;;0,58;;;;;;;;165,133563;-20,814836;
895;nc_pippn;NC052548;Cunoniaceae;Geissois;Geissois racemosa;Djeve;;plot_100x100;11;2013;;24,2;;0,57;;;;;;;;165,434952;-21,226105;
896;nc_pippn;NC052549;Cunoniaceae;Geissois;Geissois racemosa;Djeve;;plot_100x100;11;2013;;74,5;;0,62;;;;;;;;165,434952;-21,226105;
936;nc_pippn;NC052692;Cunoniaceae;Geissois;Geissois racemosa;Djeve;;plot_100x100;11;2013;;98,7;29,1;0,59;;;;;;;;165,434952;-21,226105;
938;nc_pippn;NC052697;Cunoniaceae;Geissois;Geissois racemosa;Djeve;;plot_100x100;11;2013;;87,5;;0,59;;;;;;;;165,434952;-21,226105;
;cirad_wdd;;Cunoniaceae;Geissois;Geissois racemosa;;;;;;;;;0,5;0,3;37;;;;;;;;
;cirad_wdd;;Cunoniaceae;Geissois;Geissois racemosa;;;;;;;;;0,57;0,37;27;;;;;;;;
;cirad_wdd;;Cunoniaceae;Geissois;Geissois racemosa;;;;;;;;;0,51;0,36;34;;;;;;;;
;cirad_wdd;;Cunoniaceae;Geissois;Geissois racemosa;;;;;;;;;0,49;0,22;NA;;;;;;;;
1050;nc_pippn;FBA01487;Phyllanthaceae;Glochidion;Glochidion billardierei;FBA_001_TC;;circle_R11,28;3;2018;;11,3;;0,67;;;40;8,4;409,8;;13,5;165,267922;-21,013357;
1076;nc_pippn;FBA01522;Phyllanthaceae;Glochidion;Glochidion billardierei;FBA_002_TC;;circle_R11,28;3;2018;;14,5;;0,62;;;28,1;9,8;402,3;;6,5;165,265555;-21,013159;
1082;nc_pippn;FBA01545;Phyllanthaceae;Glochidion;Glochidion billardierei;FBA_002_TC;;circle_R11,28;3;2018;;15,9;;0,64;;;34,5;11,5;397,4;;;165,265555;-21,013159;
1083;nc_pippn;FBA01558;Phyllanthaceae;Glochidion;Glochidion billardierei;FBA_002_TC;;circle_R11,28;3;2018;;13,4;;0,7;;;29,3;8,8;430,1;;3,5;165,265555;-21,013159;
1113;nc_pippn;FBA01651;Phyllanthaceae;Glochidion;Glochidion billardierei;FBA_004_TC;;circle_R11,28;3;2018;;19,7;;0,69;;;21,7;9;462;;;165,265346;-21,016796;
1817;nc_pippn;NC031449;Phyllanthaceae;Glochidion;Glochidion billardierei;Gohapin Transect T3;;transect_20x120;6;2013;;9,7;;0,65;;;;;;;6,5;165,255086;-21,187297;
1818;nc_pippn;NC031449;Phyllanthaceae;Glochidion;Glochidion billardierei;Gohapin Transect T3;;transect_20x120;4;2018;;10,7;;0,65;;;;;;;6,5;165,255086;-21,187297;
1821;nc_pippn;NC031475;Phyllanthaceae;Glochidion;Glochidion billardierei;Gohapin Transect T3;;transect_20x120;4;2018;;9;;0,71;;;;;;;5,5;165,255086;-21,187297;
1822;nc_pippn;NC031475;Phyllanthaceae;Glochidion;Glochidion billardierei;Gohapin Transect T3;;transect_20x120;6;2013;;8;;0,71;;;;;;;5,5;165,255086;-21,187297;
2465;nc_pippn;NC045235;Phyllanthaceae;Glochidion;Glochidion billardierei;Laguen;;plot_100x100;2;2013;;15;;0,53;;;;;;;;164,780212;-20,62504;
2511;nc_pippn;NC045624;Phyllanthaceae;Glochidion;Glochidion billardierei;Laguen;;plot_100x100;2;2013;;11,5;;0,54;;;;;;;;164,780212;-20,62504;
2542;nc_pippn;NC045897;Phyllanthaceae;Glochidion;Glochidion billardierei;Laguen;;plot_100x100;2;2013;;12,4;14,4;0,54;;;;;;;;164,780212;-20,62504;
2554;nc_pippn;NC046068;Phyllanthaceae;Glochidion;Glochidion billardierei;Laguen;;plot_100x100;2;2013;;14;11,6;0,53;;;;;;;;164,780212;-20,62504;
2565;nc_pippn;NC046217;Phyllanthaceae;Glochidion;Glochidion billardierei;Laguen;;plot_100x100;2;2013;;18,1;10,4;0,62;;;;;;;;164,780212;-20,62504;
2867;nc_pippn;NC051121;Phyllanthaceae;Glochidion;Glochidion billardierei;Tiwae;;plot_100x100;10;2013;;23,2;14,9;0,73;;;;;;;;165,133563;-20,814836;
2904;nc_pippn;NC051296;Phyllanthaceae;Glochidion;Glochidion billardierei;Tiwae;;plot_100x100;10;2013;;23,6;10,8;0,71;;;;;;;;165,133563;-20,814836;
2909;nc_pippn;NC051317;Phyllanthaceae;Glochidion;Glochidion billardierei;Tiwae;;plot_100x100;10;2013;;23,6;22;0,69;;;;;;;;165,133563;-20,814836;
2964;nc_pippn;NC051627;Phyllanthaceae;Glochidion;Glochidion billardierei;Tiwae;;plot_100x100;10;2013;;39,5;13,8;0,66;;;;;;;;165,133563;-20,814836;
3071;nc_pippn;NC052157;Phyllanthaceae;Glochidion;Glochidion billardierei;Tiwae;;plot_100x100;10;2013;;23,9;;0,7;;;;;;;;165,133563;-20,814836;
2818;nc_pippn;NC073882;Lamiaceae;Gmelina;Gmelina evoluta;Tiebaghi;;plot_100x100;12;2018;;22;;0,7;;;;;;;;164,226003;-20,431312;
;cirad_wdd;;Lamiaceae;Gmelina;Gmelina lignumvitreum;;;;;;;;;0,55;0,5;21;;;;;;;;
;cirad_wdd;;Lamiaceae;Gmelina;Gmelina lignumvitreum;;;;;;;;;0,53;0,38;26;;;;;;;;
775;nc_pippn;NC065033;Lamiaceae;Gmelina;Gmelina magnifica;Col d'Amoss;;plot_100x100;10;2016;;19,1;;0,54;;;;;;;;164,437874;-20,306023;
777;nc_pippn;NC065047;Lamiaceae;Gmelina;Gmelina magnifica;Col d'Amoss;;plot_100x100;10;2016;;15;;0,53;;;;;;;;164,437874;-20,306023;
786;nc_pippn;NC065276;Lamiaceae;Gmelina;Gmelina magnifica;Col d'Amoss;;plot_100x100;10;2016;;15,1;;0,48;;;;;;;;164,437874;-20,306023;
787;nc_pippn;NC065306;Lamiaceae;Gmelina;Gmelina magnifica;Col d'Amoss;;plot_100x100;10;2016;;15,1;;0,53;;;;;;;;164,437874;-20,306023;
;occ_gps;TF0161;Lamiaceae;Gmelina;Gmelina neocaledonica;;Rivière des pirogues;;3;2024;;3,8;;;;;84,2;3,7;424,3;;;166,723239;-22,187275;
2222;nc_pippn;KB00080;Sapindaceae;Gongrodiscus;Gongrodiscus bilocularis;KB22-20;;circle_R11,28;11;2020;;12,4;;0,81;;;38,9;2,9;584,6;;;166,955502;-22,219363;
2267;nc_pippn;KB00116;Sapindaceae;Gongrodiscus;Gongrodiscus bilocularis;KB32-40;;circle_R11,28;11;2020;;16,2;;0,75;;;32,1;3,4;558,4;;;166,955653;-22,220109;
2209;nc_pippn;KB00430;Sapindaceae;Gongrodiscus;Gongrodiscus bilocularis;KB21-20;;circle_R11,28;11;2021;;11,1;;0,67;;;23,9;2,9;557,9;;;166,954438;-22,221697;
1860;nc_pippn;NC068085;Sapindaceae;Gongrodiscus;Gongrodiscus bilocularis;Grand Lac;;plot_100x100;5;2016;;10,5;;0,68;;;;;;;;166,903919;-22,274947;
;nc_pippn;NC068269;Sapindaceae;Gongrodiscus;Gongrodiscus bilocularis;Grand Lac;;plot_100x100;6;2023;;;;;;;55,5;5,1;467,7;;;166,903919;-22,274947;
